dates,JPYBEI5Y,JPYBEI10Y,USDBEI5Y,USDBEI10Y,JPYZeroRate1M,JPYZeroRate5Y,JPYZeroRate10Y,USDZeroRate1M,USDZeroRate5Y,USDZeroRate10Y,JPYFXImpliedRate1M,JPYFXImpliedRate5Y,JPYFXImpliedRate10Y,USDJPYIV1MATM,USDJPYIV5YATM,USDJPYIV10YATM,USDJPY,NK225,SP500,NK225VolatilityIndex,SPXVolatilityIndex
2000/9/29 0:00,,,,1.83%,,,,6.62%,6.77%,6.95%,0.54%,,,0.08975,,,108.14,15747.26,1436.51,,0.2057
2000/10/2 0:00,,,,1.85%,,,,6.62%,6.76%,6.98%,0.72%,,,0.0905,,,108.83,15902.51,1436.23,,0.2123
2000/10/3 0:00,,,,1.89%,,,,6.62%,6.80%,6.97%,0.72%,,,0.09,,,108.87,15912.09,1426.46,,0.2185
2000/10/4 0:00,,,,1.91%,,,,6.62%,6.85%,7.04%,0.53%,,,0.0885,,,109.28,16149.08,1434.32,,0.2154
2000/10/5 0:00,,,,1.87%,,,,6.62%,6.84%,7.02%,0.09%,,,0.0865,,,109.11,16099.26,1436.28,,0.2103
2000/10/6 0:00,,,,1.84%,,,,6.62%,6.83%,7.01%,0.49%,,,0.086,,,108.81,15994.24,1408.99,,0.2271
2000/10/9 0:00,,,,1.85%,,,,6.62%,6.84%,7.03%,0.67%,,,0.085,,,108.85,,1402.03,,0.2402
2000/10/10 0:00,,,,1.80%,,,,6.62%,6.85%,7.05%,0.69%,,,0.095,,,107.75,15827.72,1387.02,,0.2486
2000/10/11 0:00,,,,1.80%,,,,6.62%,6.82%,7.02%,0.49%,,,0.09725,,,107.77,15513.57,1364.59,,0.2657
2000/10/12 0:00,,,,1.78%,,,,6.62%,6.73%,7.00%,0.51%,,,0.099,,,107.7,15550.64,1329.78,,0.3051
2000/10/13 0:00,,,,1.81%,,,,6.62%,6.73%,6.97%,0.49%,,,0.0945,,,107.83,15330.31,1374.17,,0.276
2000/10/16 0:00,,,,1.81%,,,,6.62%,6.74%,6.96%,0.69%,,,0.092,,,108.05,15512.32,1374.62,,0.2679
2000/10/17 0:00,,,,1.78%,,,,6.62%,6.69%,6.90%,0.68%,,,0.0875,,,108.02,15340.22,1349.97,,0.2784
2000/10/18 0:00,,,,1.79%,,,,6.62%,6.70%,6.93%,0.46%,,,0.091,,,107.7,14872.48,1342.13,,0.2872
2000/10/19 0:00,,,,1.79%,,,,6.62%,6.66%,6.83%,0.48%,,,0.08775,,,108.45,14811.08,1388.76,,0.2509
2000/10/20 0:00,,,,1.77%,,,,6.62%,6.62%,6.80%,0.46%,,,0.0835,,,108.85,15198.73,1396.93,,0.2424
2000/10/23 0:00,,,,1.76%,,,,6.62%,6.58%,6.74%,0.65%,,,0.087,,,108.24,15097.96,1395.78,,0.2469
2000/10/24 0:00,,,,1.78%,,,,6.62%,6.63%,6.78%,0.65%,,,0.0885,,,107.75,15148.19,1398.13,,0.2428
2000/10/25 0:00,,,,1.83%,,,,6.62%,6.69%,6.83%,0.64%,,,0.088,,,108.22,14840.47,1364.9,,0.2665
2000/10/26 0:00,,,,1.85%,,,,6.62%,6.71%,6.84%,0.67%,,,0.085,,,108.34,14858.43,1364.44,,0.2862
2000/10/27 0:00,,,,1.88%,,,,6.62%,6.75%,6.89%,0.48%,,,0.0825,,,108.65,14582.2,1379.58,,0.2647
2000/10/30 0:00,,,,1.89%,,,,6.62%,6.79%,6.88%,0.06%,,,0.08375,,,108.98,14464.56,1398.66,,0.2546
2000/10/31 0:00,,,,1.90%,,,,6.62%,6.75%,6.90%,0.46%,,,0.087,,,108.84,14539.6,1429.4,,0.2363
2000/11/1 0:00,,,,1.90%,,,,6.62%,6.73%,6.89%,0.44%,,,0.088,,,108.17,14872.39,1421.22,,0.2428
2000/11/2 0:00,,,,1.89%,,,,6.62%,6.72%,6.86%,0.47%,,,0.087,,,108.22,14837.78,1428.32,,0.2392
2000/11/3 0:00,,,,1.96%,,,,6.62%,6.78%,6.94%,0.46%,,,0.09425,,,107.08,,1426.69,,0.2367
2000/11/6 0:00,,,,1.97%,,,,6.62%,6.82%,6.96%,0.05%,,,0.09675,,,107.44,15371.44,1432.19,,0.2452
2000/11/7 0:00,,,,1.98%,,,,6.62%,6.82%,7.00%,0.66%,,,0.098,,,107.07,15340.33,1431.87,,0.2491
2000/11/8 0:00,,,,1.97%,,,,6.62%,6.82%,7.01%,0.13%,,,0.092,,,107.25,15399.64,1409.28,,0.2566
2000/11/9 0:00,,,,1.95%,,,,6.62%,6.79%,6.96%,0.51%,,,0.093,,,107.44,15060.05,1400.14,,0.272
2000/11/10 0:00,,,,1.90%,,,,6.62%,6.77%,6.97%,0.49%,,,0.0845,,,107.87,14988.54,1365.98,,0.2853
2000/11/13 0:00,,,,1.90%,,,,6.62%,6.73%,6.94%,0.05%,,,0.084,,,107.69,14664.64,1351.26,,0.2906
2000/11/14 0:00,,,,1.89%,,,,6.62%,6.73%,6.94%,0.48%,,,0.083,,,108.17,14660.04,1382.95,,0.2681
2000/11/15 0:00,,,,,,,,6.62%,6.71%,6.88%,0.15%,,,0.08175,,,108.78,14799.14,1389.81,,0.2615
2000/11/16 0:00,,,,1.82%,,,,6.62%,6.69%,6.87%,-0.07%,,,0.079,,,108.94,14587.03,1372.32,,0.2505
2000/11/17 0:00,,,,1.85%,,,,6.62%,6.70%,6.88%,0.48%,,,0.07525,,,108.77,14544.3,1367.72,,0.2481
2000/11/20 0:00,,,,1.83%,,,,6.62%,6.68%,6.87%,0.07%,,,0.0875,,,109.88,14531.65,1342.62,,0.2743
2000/11/21 0:00,,,,1.80%,,,,6.62%,6.69%,6.87%,0.47%,,,0.0905,,,110.07,14408.46,1347.35,,0.2662
2000/11/22 0:00,,,,1.79%,,,,6.62%,6.68%,6.85%,0.48%,,,0.0875,,,110.15,14301.31,1322.36,,0.2771
2000/11/23 0:00,,,,1.78%,,,,6.62%,6.68%,6.85%,0.49%,,,0.088,,,110.22,,,,
2000/11/24 0:00,,,,1.78%,,,,6.62%,6.68%,6.84%,0.48%,,,0.0925,,,111.28,14315.35,1341.77,,0.26
2000/11/27 0:00,,,,1.79%,,,,6.62%,6.67%,6.82%,0.68%,,,0.0945,,,110.57,14720.39,1348.97,,0.2693
2000/11/28 0:00,,,,1.74%,,,,6.62%,6.62%,6.79%,-0.38%,,,0.088,,,110.17,14658.87,1336.09,,0.2764
2000/11/29 0:00,,,,1.69%,,,,6.82%,6.55%,6.72%,1.21%,,,0.0915,,,111.24,14507.64,1341.91,,0.2749
2000/11/30 0:00,,,,1.67%,,,,6.80%,6.51%,6.69%,0.65%,,,0.088,,,110.38,14648.51,1314.95,,0.2965
2000/12/1 0:00,,,,1.69%,,,,6.78%,6.51%,6.70%,0.66%,,,0.1,,,111.29,14835.33,1315.23,,0.2748
2000/12/4 0:00,,,,1.74%,,,,6.78%,6.52%,6.72%,0.84%,,,0.098,,,111.12,14954.73,1324.97,,0.2778
2000/12/5 0:00,,,,1.61%,,,,6.77%,6.35%,6.56%,0.89%,,,0.096,,,111.16,14695.05,1376.54,,0.2499
2000/12/6 0:00,,,,1.53%,,,,6.75%,6.24%,6.43%,0.84%,,,0.0935,,,110.19,14889.37,1351.46,,0.2507
2000/12/7 0:00,,,,1.53%,,,,6.73%,6.22%,6.39%,0.67%,,,0.093,,,110.53,14720.36,1343.55,,0.2534
2000/12/8 0:00,,,,1.52%,,,,6.72%,6.20%,6.34%,1.07%,,,0.0935,,,111.04,14696.51,1369.89,,0.2241
2000/12/11 0:00,,,,1.57%,,,,6.71%,6.26%,6.39%,1.12%,,,0.0965,,,110.79,15015.7,1380.2,,0.2351
2000/12/12 0:00,,,,1.55%,,,,6.71%,6.26%,6.39%,0.90%,,,0.0975,,,111.44,15114.64,1371.18,,0.2488
2000/12/13 0:00,,,,1.47%,,,,6.71%,6.14%,6.27%,0.84%,,,0.106,,,112.27,15168.68,1359.99,,0.2363
2000/12/14 0:00,,,,1.45%,,,,6.70%,6.10%,6.21%,0.87%,,,0.105,,,111.91,14927.19,1340.93,,0.2486
2000/12/15 0:00,,,,1.41%,,,,6.70%,6.06%,6.16%,0.88%,,,0.1015,,,112.58,14552.29,1312.15,,0.2655
2000/12/18 0:00,,,,1.41%,,,,6.69%,6.03%,6.14%,1.11%,,,0.1005,,,112.24,14483.9,1322.74,,0.277
2000/12/19 0:00,,,,1.44%,,,,6.67%,6.07%,6.19%,1.01%,,,0.0925,,,112.41,14132.37,1305.6,,0.2717
2000/12/20 0:00,,,,1.33%,,,,6.66%,5.94%,6.06%,0.80%,,,0.094,,,112.77,13914.43,1264.74,,0.3174
2000/12/21 0:00,,,,1.33%,,,,6.65%,5.91%,6.07%,0.59%,,,0.094,,,112.27,13423.21,1274.86,,0.2966
2000/12/22 0:00,,,,1.33%,,,,6.65%,5.88%,6.06%,0.67%,,,0.0935,,,112.88,13427.08,1305.97,,0.2755
2000/12/25 0:00,,,,1.32%,,,,6.65%,5.92%,6.08%,0.64%,,,0.094,,,112.95,13931.61,,,
2000/12/26 0:00,,,,1.37%,,,,6.65%,5.95%,6.10%,0.96%,,,0.0985,,,113.57,14007.85,1315.19,,0.2873
2000/12/27 0:00,,,,1.40%,,,,6.64%,6.01%,6.17%,0.75%,,,0.103,,,114.14,13981.49,1328.92,,0.2814
2000/12/28 0:00,,,,1.38%,,,,6.56%,6.02%,6.19%,0.55%,,,0.103,,,114.33,13946.96,1334.22,,0.2657
2000/12/29 0:00,,,,1.38%,,,,6.56%,5.98%,6.17%,0.32%,,,0.1015,,,114.41,13785.69,1320.28,,0.2685
2001/1/1 0:00,,,,1.38%,,,,6.56%,5.86%,6.05%,0.24%,,,0.1025,,,114.36,,,,
2001/1/2 0:00,,,,1.32%,,,,6.55%,5.74%,5.93%,0.52%,,,0.101,,,114.36,,1283.27,,0.2999
2001/1/3 0:00,,,,1.51%,,,,6.51%,5.93%,6.15%,0.81%,,,0.099,,,113.58,,1347.56,,0.266
2001/1/4 0:00,,,,1.46%,,,,6.05%,5.74%,6.01%,0.36%,,,0.1005,,,115.55,13691.49,1333.34,0.2463,0.2697
2001/1/5 0:00,,,,1.44%,,,,5.94%,5.53%,5.83%,0.28%,,,0.1075,,,116.53,13867.61,1298.35,0.2327,0.2867
2001/1/8 0:00,,,,1.50%,,,,5.88%,5.52%,5.85%,0.50%,,,0.102,,,116.16,,1295.86,,0.2984
2001/1/9 0:00,,,,1.52%,,,,5.88%,5.59%,5.88%,0.41%,,,0.1015,,,116.88,13610.51,1300.8,0.2493,0.2799
2001/1/10 0:00,,,,1.55%,,,,5.89%,5.72%,6.04%,0.38%,,,0.10175,,,116.43,13432.65,1313.27,0.2532,0.268
2001/1/11 0:00,,,,1.57%,,,,5.88%,5.72%,6.06%,0.24%,,,0.1095,,,117.81,13201.07,1326.82,0.2623,0.2579
2001/1/12 0:00,,,,1.69%,,,,5.88%,5.88%,6.21%,0.21%,,,0.1115,,,118.55,13347.74,1318.32,0.2496,0.2456
2001/1/15 0:00,,,,1.68%,,,,5.91%,5.88%,6.21%,0.38%,,,0.1255,,,118.99,13506.23,,0.2459,
2001/1/16 0:00,,,,1.67%,,,,5.90%,5.89%,6.22%,0.45%,,,0.1235,,,117.72,13584.45,1326.65,0.232,0.2528
2001/1/17 0:00,,,,1.62%,,,,5.90%,5.80%,6.15%,0.49%,,,0.135,,,118.88,13667.63,1329.47,0.2261,0.2493
2001/1/18 0:00,,,,1.58%,,,,5.84%,5.71%,6.07%,0.34%,,,0.138,,,118.14,13873.92,1347.97,0.2277,0.2337
2001/1/19 0:00,,,,1.65%,,,,5.79%,5.77%,6.13%,0.38%,,,0.1335,,,117.18,13989.12,1342.54,0.2287,0.2324
2001/1/22 0:00,,,,1.71%,,,,5.73%,5.84%,6.20%,0.48%,,,0.1305,,,116.41,14032.42,1342.9,0.2385,0.2325
2001/1/23 0:00,,,,1.77%,,,,5.71%,5.89%,6.28%,0.27%,,,0.126,,,116.73,13984.66,1360.4,0.2338,0.2157
2001/1/24 0:00,,,,1.78%,,,,5.74%,5.91%,6.30%,0.50%,,,0.13,,,117.73,13893.58,1364.3,0.2277,0.2203
2001/1/25 0:00,,,,1.71%,,,,5.72%,5.83%,6.20%,0.28%,,,0.122,,,116.79,13803.38,1357.51,0.2146,0.2264
2001/1/26 0:00,,,,1.72%,,,,5.69%,5.85%,6.20%,0.33%,,,0.112,,,117.18,13696.06,1354.95,0.2187,0.2257
2001/1/29 0:00,,,,1.73%,,,,5.65%,5.88%,6.26%,0.36%,,,0.111,,,116.76,13845.28,1364.17,0.223,0.2261
2001/1/30 0:00,,,,1.66%,,,,5.63%,5.77%,6.15%,0.38%,,,0.1125,,,115.86,13826.65,1373.73,0.2168,0.2257
2001/1/31 0:00,,,,1.61%,,,,5.57%,5.61%,5.99%,0.35%,,,0.11175,,,116.57,13843.55,1366.01,0.2216,0.2202
2001/2/1 0:00,,,,1.64%,,,,5.56%,5.58%,5.97%,0.24%,,,0.111,,,115.59,13779.55,1373.47,0.2139,0.2166
2001/2/2 0:00,,,,1.67%,,,,5.57%,5.69%,6.07%,0.20%,,,0.111,,,115.75,13703.63,1349.47,0.2132,0.2195
2001/2/5 0:00,,,,1.71%,,,,5.57%,5.73%,6.11%,0.18%,,,0.111,,,114.77,13385.52,1354.31,0.2271,0.2219
2001/2/6 0:00,,,,1.72%,,,,5.57%,5.75%,6.12%,0.19%,,,0.109,,,114.78,13269.85,1352.26,0.2265,0.2198
2001/2/7 0:00,,,,1.73%,,,,5.57%,5.77%,6.11%,0.20%,,,0.1125,,,116.23,13366.01,1340.89,0.227,0.2167
2001/2/8 0:00,,,,1.64%,,,,5.57%,5.75%,6.09%,0.17%,,,0.1145,,,116.78,13138.23,1332.53,0.2388,0.2146
2001/2/9 0:00,,,,1.61%,,,,5.57%,5.67%,6.03%,0.20%,,,0.117,,,117.5,13422.83,1314.76,0.2273,0.2203
2001/2/12 0:00,,,,1.63%,,,,5.57%,5.68%,6.05%,0.25%,,,0.113,,,117.41,,1330.31,,0.2192
2001/2/13 0:00,,,,1.65%,,,,5.57%,5.73%,6.07%,0.16%,,,0.11,,,116.82,13274.7,1318.8,0.2227,0.2137
2001/2/14 0:00,,,,1.74%,,,,5.57%,5.85%,6.20%,0.16%,,,0.109,,,116.31,13284.06,1315.92,0.2237,0.2152
2001/2/15 0:00,,,,1.70%,,,,5.58%,5.88%,6.21%,0.16%,,,0.109,,,115.5,13327.39,1326.61,0.2174,0.2027
2001/2/16 0:00,,,,1.68%,,,,5.58%,5.77%,6.13%,0.22%,,,0.109,,,115.73,13175.49,1301.53,0.2122,0.2212
2001/2/19 0:00,,,,1.66%,,,,5.58%,5.76%,6.13%,0.20%,,,0.107,,,116.03,13119.59,,0.2247,
2001/2/20 0:00,,,,1.67%,,,,5.57%,5.76%,6.12%,0.18%,,,0.107,,,115.67,13248.36,1278.94,0.2171,0.2469
2001/2/21 0:00,,,,1.72%,,,,5.56%,5.79%,6.16%,0.19%,,,0.1085,,,116.56,13100.08,1255.27,0.2196,0.2575
2001/2/22 0:00,,,,1.74%,,,,5.53%,5.76%,6.20%,0.21%,,,0.1065,,,117.08,13073.36,1252.82,0.2248,0.2676
2001/2/23 0:00,,,,1.70%,,,,5.48%,5.72%,6.15%,0.26%,,,0.1065,,,115.8,13246,1245.86,0.2116,0.2721
2001/2/26 0:00,,,,1.66%,,,,5.38%,5.67%,6.10%,0.24%,,,0.1065,,,116.47,13201.14,1267.65,0.2116,0.2543
2001/2/27 0:00,,,,1.60%,,,,5.28%,5.57%,5.95%,0.34%,,,0.1045,,,116.24,13059.86,1257.94,0.2222,0.2649
2001/2/28 0:00,,,,1.55%,,,,5.21%,5.51%,5.88%,0.11%,,,0.111,,,117.37,12883.54,1239.94,0.225,0.2835
2001/3/1 0:00,,,,1.55%,,,,5.29%,5.51%,5.84%,0.16%,,,0.11,,,117.4,12681.66,1241.23,0.2522,0.2808
2001/3/2 0:00,,,,1.60%,,,,5.29%,5.59%,5.92%,0.13%,,,0.121,,,119.01,12261.8,1234.18,0.2955,0.2743
2001/3/5 0:00,,,,1.62%,,,,5.28%,5.61%,5.95%,0.11%,,,0.126,,,119.18,12322.16,1241.41,0.2946,0.2712
2001/3/6 0:00,,,,1.62%,,,,5.27%,5.60%,5.96%,0.12%,,,0.12,,,118.75,12687.74,1253.8,0.2747,0.2589
2001/3/7 0:00,,,,1.57%,,,,5.26%,5.53%,5.89%,0.13%,,,0.128,,,119.88,12723.89,1261.89,0.2713,0.2412
2001/3/8 0:00,,,,1.57%,,,,5.23%,5.54%,5.89%,0.12%,,,0.127,,,119.74,12650.56,1264.74,0.2726,0.2429
2001/3/9 0:00,,,,1.61%,,,,5.19%,5.60%,5.96%,0.14%,,,0.1225,,,119.53,12627.9,1233.42,0.263,0.2562
2001/3/12 0:00,,,,1.57%,,,,5.19%,5.61%,5.97%,0.20%,,,0.125,,,120.57,12171.37,1180.16,0.312,0.3032
2001/3/13 0:00,,,,1.58%,,,,5.16%,5.60%,5.99%,0.17%,,,0.1215,,,119.69,11819.7,1197.66,0.3509,0.2755
2001/3/14 0:00,,,,1.48%,,,,5.15%,5.47%,5.90%,0.24%,,,0.129,,,121.03,11843.59,1166.71,0.3478,0.2961
2001/3/15 0:00,,,,1.47%,,,,5.06%,5.41%,5.84%,-0.18%,,,0.134,,,122.34,12152.83,1173.56,0.3458,0.2856
2001/3/16 0:00,,,,1.48%,,,,5.01%,5.39%,5.80%,0.12%,,,0.134,,,123.03,12232.98,1150.53,0.3684,0.2991
2001/3/19 0:00,,,,1.50%,,,,4.98%,5.44%,5.85%,0.10%,,,0.1305,,,122.83,12190.97,1170.81,0.3751,0.2978
2001/3/20 0:00,,,,1.44%,,,,4.98%,5.35%,5.78%,0.20%,,,0.1275,,,122.19,,1142.62,,0.3096
2001/3/21 0:00,,,,1.50%,,,,5.06%,5.33%,5.77%,0.01%,,,0.1285,,,123.49,13103.94,1122.14,0.365,0.3193
2001/3/22 0:00,,,,1.52%,,,,5.05%,5.31%,5.76%,-0.03%,,,0.12875,,,123.52,12853.97,1117.58,0.3955,0.3284
2001/3/23 0:00,,,,1.56%,,,,5.06%,5.39%,5.84%,-0.05%,,,0.121,,,122.76,13214.54,1139.83,0.3804,0.3045
2001/3/26 0:00,,,,1.58%,,,,5.06%,5.44%,5.89%,0.26%,,,0.1245,,,122.57,13862.31,1152.69,0.3628,0.2904
2001/3/27 0:00,,,,1.65%,,,,5.06%,5.57%,6.07%,0.07%,,,0.1265,,,122.25,13638.33,1182.17,0.3496,0.2704
2001/3/28 0:00,,,,1.63%,,,,5.08%,5.54%,6.02%,-0.34%,,,0.126,,,122.38,13765.51,1153.29,0.3282,0.2858
2001/3/29 0:00,,,,1.65%,,,,5.08%,5.55%,6.05%,-0.66%,,,0.1295,,,123.67,13072.36,1147.95,0.3488,0.2917
2001/3/30 0:00,,,,1.62%,,,,5.08%,5.45%,5.95%,0.03%,,,0.134,,,126.34,12999.7,1160.33,0.3684,0.2864
2001/4/2 0:00,,,,1.68%,,,,5.06%,5.50%,6.00%,-0.05%,,,0.1365,,,126.8,12937.86,1145.87,0.3432,0.3121
2001/4/3 0:00,,,,1.64%,,,,5.06%,5.42%,5.96%,-0.06%,,,0.1305,,,125.52,13124.47,1106.46,0.3381,0.3472
2001/4/4 0:00,,,,1.62%,,,,5.05%,5.40%,5.95%,-0.08%,,,0.12825,,,125.33,13242.78,1103.25,0.334,0.3407
2001/4/5 0:00,,,,1.66%,,,,5.05%,5.45%,6.00%,-0.37%,,,0.133,,,124.01,13381.38,1151.44,0.3254,0.2994
2001/4/6 0:00,,,,1.59%,,,,5.05%,5.37%,5.90%,-0.38%,,,0.1295,,,123.77,13383.76,1128.43,0.3072,0.3169
2001/4/9 0:00,,,,1.61%,,,,5.02%,5.38%,5.94%,-0.13%,,,0.1275,,,125.13,12841.76,1137.59,0.3333,0.3191
2001/4/10 0:00,,,,1.72%,,,,5.02%,5.51%,6.10%,-0.22%,,,0.1255,,,124.45,12620.27,1168.38,0.3428,0.2944
2001/4/11 0:00,,,,1.73%,,,,5.02%,5.57%,6.14%,-0.17%,,,0.11625,,,124.79,13174.93,1165.89,0.3319,0.2846
2001/4/12 0:00,,,,1.75%,,,,5.04%,5.63%,6.18%,-0.17%,,,0.1145,,,123.59,13352.44,1183.5,0.3401,0.2612
2001/4/13 0:00,,,,,,,,5.04%,5.62%,6.18%,-0.20%,,,0.1085,,,124.2,13385.72,,0.3326,
2001/4/16 0:00,,,,1.82%,,,,5.04%,5.72%,6.26%,-0.25%,,,0.116,,,124.34,13254.89,1179.68,0.3291,0.2633
2001/4/17 0:00,,,,1.81%,,,,5.05%,5.70%,6.22%,0.43%,,,0.11625,,,123.36,13067.09,1191.81,0.3101,0.2561
2001/4/18 0:00,,,,1.81%,,,,5.05%,5.54%,6.11%,-0.22%,,,0.11825,,,122.05,13641.79,1238.16,0.2927,0.2413
2001/4/19 0:00,,,,1.92%,,,,4.52%,5.68%,6.27%,-0.09%,,,0.116,,,120.94,13868.28,1253.7,0.2932,0.2416
2001/4/20 0:00,,,,1.92%,,,,4.53%,5.64%,6.26%,-0.02%,,,0.11225,,,122.54,13765.67,1242.98,0.2961,0.2538
2001/4/23 0:00,,,,1.85%,,,,4.51%,5.52%,6.16%,-0.45%,,,0.1135,,,121.25,13715.6,1224.36,0.3022,0.2816
2001/4/24 0:00,,,,1.92%,,,,4.47%,5.55%,6.20%,-0.05%,,,0.113,,,122.25,13743.18,1209.47,0.2991,0.2849
2001/4/25 0:00,,,,1.97%,,,,4.46%,5.60%,6.25%,-0.04%,,,0.11175,,,122.11,13827.5,1228.75,0.2946,0.274
2001/4/26 0:00,,,,1.93%,,,,4.46%,5.52%,6.17%,-0.03%,,,0.111,,,123.17,13973.03,1234.52,0.2921,0.2596
2001/4/27 0:00,,,,2.03%,,,,4.43%,5.64%,6.28%,-0.03%,,,0.112,,,124,13934.32,1253.05,0.2803,0.2402
2001/4/30 0:00,,,,2.02%,,,,4.43%,5.68%,6.29%,0.27%,,,0.1115,,,123.48,,1249.46,,0.2548
2001/5/1 0:00,,,,2.01%,,,,4.43%,5.65%,6.23%,0.06%,,,0.1095,,,121.98,14425.46,1266.44,0.2708,0.242
2001/5/2 0:00,,,,2.00%,,,,4.42%,5.63%,6.20%,0.01%,,,0.109,,,121.44,14421.64,1267.43,0.2775,0.2423
2001/5/3 0:00,,,,1.93%,,,,4.38%,5.58%,6.13%,0.00%,,,0.1105,,,121.36,,1248.58,,0.2578
2001/5/4 0:00,,,,1.97%,,,,4.35%,5.52%,6.12%,0.14%,,,0.1095,,,121.35,,1266.61,,0.2391
2001/5/7 0:00,,,,1.98%,,,,4.35%,5.52%,6.12%,0.28%,,,0.1115,,,121.13,14529.41,1263.51,0.285,0.2486
2001/5/8 0:00,,,,2.02%,,,,4.18%,5.53%,6.16%,0.13%,,,0.111,,,121.29,14289.05,1261.2,0.2928,0.2444
2001/5/9 0:00,,,,1.98%,,,,4.17%,5.47%,6.08%,0.02%,,,0.111,,,122.27,14084.85,1255.54,0.301,0.2435
2001/5/10 0:00,,,,2.09%,,,,4.13%,5.62%,6.24%,-0.02%,,,0.1055,,,122.58,14017.79,1255.18,0.3019,0.24
2001/5/11 0:00,,,,2.21%,,,,4.12%,5.81%,6.42%,-0.03%,,,0.09825,,,122.51,14043.92,1245.67,0.2743,0.2354
2001/5/14 0:00,,,,2.20%,,,,4.15%,5.78%,6.40%,0.18%,,,0.0985,,,123.35,13873.02,1248.92,0.2807,0.2426
2001/5/15 0:00,,,,2.26%,,,,4.14%,5.81%,6.48%,0.06%,,,0.0995,,,123.32,14054.03,1249.44,0.2792,0.2371
2001/5/16 0:00,,,,2.20%,,,,4.08%,5.77%,6.41%,0.00%,,,0.098,,,123.44,13694.27,1284.99,0.2826,0.2189
2001/5/17 0:00,,,,2.16%,,,,4.08%,5.78%,6.31%,-0.01%,,,0.091,,,122.58,13910.67,1288.49,0.2814,0.2147
2001/5/18 0:00,,,,2.17%,,,,4.09%,5.77%,6.29%,-0.02%,,,0.091,,,123.5,13877.77,1291.96,0.2706,0.2123
2001/5/21 0:00,,,,2.13%,,,,4.09%,5.78%,6.29%,0.00%,,,0.09,,,122.65,14176.83,1312.83,0.2623,0.2076
2001/5/22 0:00,,,,2.14%,,,,4.09%,5.78%,6.31%,0.04%,,,0.0915,,,122.89,14091.19,1309.38,0.2634,0.2135
2001/5/23 0:00,,,,2.08%,,,,4.09%,5.75%,6.33%,0.03%,,,0.108,,,120.15,14067.7,1289.05,0.2615,0.2208
2001/5/24 0:00,,,,2.20%,,,,4.08%,5.85%,6.43%,0.00%,,,0.1015,,,119.83,13895.79,1293.17,0.2647,0.2057
2001/5/25 0:00,,,,2.22%,,,,4.06%,5.83%,6.43%,0.01%,,,0.092,,,120.65,13765.92,1277.89,0.2607,0.206
2001/5/28 0:00,,,,,,,,4.06%,5.84%,6.43%,0.14%,,,0.0915,,,121.08,13737.77,,0.2553,
2001/5/29 0:00,,,,2.23%,,,,4.06%,5.85%,6.45%,0.00%,,,0.0975,,,120.26,13773.89,1267.93,0.254,0.2214
2001/5/30 0:00,,,,2.22%,,,,4.06%,5.87%,6.46%,0.02%,,,0.09575,,,120.35,13493.35,1248.08,0.2616,0.2276
2001/5/31 0:00,,,,2.11%,,,,4.06%,5.74%,6.32%,-0.03%,,,0.106,,,119.23,13262.14,1255.82,0.2647,0.2264
2001/6/1 0:00,,,,2.11%,,,,4.04%,5.70%,6.29%,-0.04%,,,0.1085,,,119.24,13261.84,1260.67,0.2532,0.2159
2001/6/4 0:00,,,,2.09%,,,,4.03%,5.73%,6.26%,-0.01%,,,0.10025,,,119.28,13312.35,1267.11,0.2465,0.2138
2001/6/5 0:00,,,,2.01%,,,,4.03%,5.62%,6.16%,0.12%,,,0.1,,,120.24,13182,1283.57,0.2529,0.1958
2001/6/6 0:00,,,,1.96%,,,,4.02%,5.67%,6.16%,-0.06%,,,0.0945,,,120.16,13174.84,1270.03,0.2583,0.2039
2001/6/7 0:00,,,,2.05%,,,,4.01%,5.70%,6.24%,0.00%,,,0.094,,,120.15,13277.51,1276.96,0.2601,0.1967
2001/6/8 0:00,,,,2.06%,,,,4.01%,5.75%,6.29%,-0.03%,,,0.0915,,,120.94,13430.22,1264.96,0.2419,0.1992
2001/6/11 0:00,,,,2.01%,,,,4.00%,5.68%,6.21%,-0.25%,,,0.0945,,,121.91,13226.48,1254.39,0.2324,0.207
2001/6/12 0:00,,,,2.00%,,,,3.99%,5.63%,6.18%,0.12%,,,0.0955,,,121.7,12840.1,1255.85,0.2591,0.207
2001/6/13 0:00,,,,2.02%,,,,3.98%,5.62%,6.19%,0.13%,,,0.101,,,122.12,12823.45,1241.6,0.2542,0.2145
2001/6/14 0:00,,,,1.99%,,,,3.97%,5.57%,6.16%,0.00%,,,0.09675,,,121.34,12846.66,1219.87,0.2555,0.2312
2001/6/15 0:00,,,,2.00%,,,,3.95%,5.58%,6.21%,0.06%,,,0.104,,,122.93,12790.38,1214.36,0.2562,0.2281
2001/6/18 0:00,,,,2.00%,,,,3.88%,5.63%,6.26%,0.16%,,,0.1025,,,123.27,12697.79,1208.43,0.259,0.2317
2001/6/19 0:00,,,,1.98%,,,,3.85%,5.63%,6.26%,-0.02%,,,0.098,,,122.85,12574.26,1212.58,0.2699,0.2234
2001/6/20 0:00,,,,1.94%,,,,3.83%,5.59%,6.20%,0.20%,,,0.099,,,123.83,12674.64,1223.14,0.26,0.2171
2001/6/21 0:00,,,,1.91%,,,,3.81%,5.58%,6.18%,0.06%,,,0.1015,,,124.6,12962.43,1237.04,0.2593,0.1938
